age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
33,technician,single,university,no,no,cellular,aug,mon,266,2,999,0,nonexistent,no
34,unemployed,married,university,yes,no,cellular,aug,mon,452,2,999,0,nonexistent,no
48,admin,single,high_school,yes,no,cellular,aug,mon,48,5,999,0,nonexistent,no
43,management,married,university,no,no,cellular,aug,mon,121,5,999,0,nonexistent,no
33,technician,single,university,no,no,cellular,aug,mon,145,3,999,0,nonexistent,no
33,management,married,high_school,yes,no,telephone,aug,mon,71,3,999,0,nonexistent,no
35,admin,married,university,no,no,cellular,aug,mon,45,3,999,0,nonexistent,no
36,admin,married,high_school,no,no,cellular,aug,mon,91,2,999,0,nonexistent,no
46,blue-collar,married,basic,yes,no,cellular,aug,mon,121,2,999,0,nonexistent,no
49,services,married,basic,no,no,cellular,aug,mon,309,2,999,0,nonexistent,yes
35,technician,married,university,yes,no,cellular,aug,mon,207,3,999,0,nonexistent,no
35,technician,married,university,yes,no,cellular,aug,mon,90,3,999,0,nonexistent,no
33,admin,married,university,yes,no,cellular,aug,mon,140,7,999,0,nonexistent,no
44,admin,divorced,university,yes,no,cellular,aug,mon,240,2,999,0,nonexistent,no
34,admin,married,university,yes,no,cellular,aug,mon,98,4,999,0,nonexistent,no
39,technician,single,university,yes,no,cellular,aug,mon,129,2,999,0,nonexistent,no
35,admin,married,university,no,no,telephone,aug,mon,29,1,999,0,nonexistent,no
33,unemployed,divorced,university,yes,no,telephone,aug,mon,331,1,999,0,nonexistent,no
47,admin,married,university,no,yes,cellular,aug,mon,471,1,999,0,nonexistent,no
44,blue-collar,married,basic,yes,no,cellular,aug,mon,79,1,999,0,nonexistent,no
36,self-employed,married,high_school,yes,no,cellular,aug,mon,114,1,999,0,nonexistent,no
30,technician,married,university,yes,no,cellular,aug,mon,254,4,999,0,nonexistent,no
32,admin,married,university,yes,no,cellular,aug,mon,150,1,999,0,nonexistent,no
37,admin,married,university,yes,yes,cellular,aug,mon,70,1,999,0,nonexistent,no
38,admin,married,university,no,no,cellular,aug,mon,65,4,999,0,nonexistent,no
44,blue-collar,married,basic,yes,no,cellular,aug,mon,781,1,999,0,nonexistent,no
42,technician,married,university,yes,yes,cellular,aug,mon,223,2,999,0,nonexistent,no
55,technician,married,university,yes,yes,cellular,aug,mon,199,4,999,0,nonexistent,no
37,admin,married,university,no,no,cellular,aug,mon,392,1,999,0,nonexistent,no
33,unemployed,divorced,university,yes,no,cellular,aug,mon,150,2,999,0,nonexistent,no
45,technician,divorced,university,yes,no,cellular,aug,mon,100,1,999,0,nonexistent,no
30,technician,single,university,yes,no,cellular,aug,mon,86,1,999,0,nonexistent,no
36,admin,single,university,yes,yes,cellular,aug,mon,134,1,999,0,nonexistent,no
41,technician,married,university,yes,no,cellular,aug,mon,984,1,999,0,nonexistent,no
50,services,married,basic,yes,yes,cellular,aug,mon,256,3,999,0,nonexistent,no
31,technician,single,university,no,no,cellular,aug,mon,249,3,999,0,nonexistent,no
30,technician,single,university,no,no,cellular,aug,mon,62,3,999,0,nonexistent,no
54,management,married,high_school,no,no,cellular,aug,mon,725,4,999,0,nonexistent,no
47,admin,married,university,no,no,cellular,aug,mon,384,6,999,0,nonexistent,yes
29,housemaid,married,university,yes,no,cellular,aug,mon,155,2,999,0,nonexistent,no
35,admin,married,university,no,no,cellular,aug,mon,1364,2,999,0,nonexistent,no
31,admin,single,university,yes,yes,cellular,aug,mon,207,4,999,0,nonexistent,no
32,technician,married,high_school,yes,no,cellular,aug,mon,73,6,999,0,nonexistent,no
40,technician,married,high_school,no,no,cellular,aug,mon,304,3,999,0,nonexistent,no
37,admin,single,university,no,yes,cellular,aug,mon,89,6,999,0,nonexistent,no
33,admin,single,university,yes,yes,cellular,aug,mon,174,4,999,0,nonexistent,no
45,admin,married,high_school,no,no,cellular,aug,mon,457,8,999,0,nonexistent,no
34,technician,single,high_school,yes,no,cellular,aug,mon,119,3,999,0,nonexistent,no
30,technician,single,university,yes,no,cellular,aug,mon,244,2,999,0,nonexistent,no
35,technician,single,university,yes,yes,cellular,aug,mon,176,3,999,0,nonexistent,no
31,technician,married,university,yes,no,cellular,aug,mon,314,3,999,0,nonexistent,no
33,technician,single,university,no,yes,cellular,aug,mon,285,5,999,0,nonexistent,no
33,technician,married,university,yes,no,cellular,aug,mon,153,7,999,0,nonexistent,no
30,technician,married,university,no,no,cellular,aug,mon,37,2,999,0,nonexistent,no
53,self-employed,married,university,yes,no,cellular,aug,mon,693,6,999,0,nonexistent,no
33,admin,single,university,yes,no,cellular,aug,tue,99,6,999,0,nonexistent,no
41,admin,married,university,no,no,cellular,aug,tue,151,5,999,0,nonexistent,no
52,services,married,high_school,yes,no,cellular,aug,tue,607,5,999,0,nonexistent,no
31,admin,single,university,no,no,cellular,aug,tue,116,6,999,0,nonexistent,no
40,technician,single,university,yes,no,cellular,aug,tue,286,1,999,0,nonexistent,no
31,admin,single,university,yes,no,cellular,aug,tue,83,1,999,0,nonexistent,no
33,admin,single,university,yes,no,cellular,aug,tue,125,2,999,0,nonexistent,no
31,admin,single,university,yes,no,cellular,aug,tue,64,1,999,0,nonexistent,no
45,admin,married,university,yes,no,cellular,aug,tue,245,1,999,0,nonexistent,no
36,technician,single,high_school,no,no,cellular,aug,tue,78,1,999,0,nonexistent,no
31,technician,single,university,yes,no,cellular,aug,tue,162,1,999,0,nonexistent,no
37,admin,married,university,no,yes,cellular,aug,tue,118,1,999,0,nonexistent,no
54,technician,married,university,yes,no,cellular,aug,tue,70,1,999,0,nonexistent,no
39,admin,single,university,yes,no,cellular,aug,tue,104,1,999,0,nonexistent,no
46,technician,married,university,no,no,cellular,aug,tue,235,2,999,0,nonexistent,no
33,admin,married,high_school,no,no,cellular,aug,tue,210,1,999,0,nonexistent,no
48,management,married,university,yes,no,cellular,aug,tue,189,1,999,0,nonexistent,no
32,self-employed,single,university,unknown,unknown,cellular,aug,tue,151,7,999,0,nonexistent,no
31,technician,married,university,no,no,cellular,aug,tue,91,1,999,0,nonexistent,no
41,admin,divorced,university,no,no,cellular,aug,tue,141,1,999,0,nonexistent,no
52,self-employed,married,university,yes,no,cellular,aug,tue,295,1,999,0,nonexistent,no
58,retired,married,unknown,no,yes,cellular,aug,tue,92,2,999,0,nonexistent,no
29,management,single,university,no,no,cellular,aug,tue,189,1,999,0,nonexistent,no
29,management,single,university,no,yes,cellular,aug,tue,264,1,999,0,nonexistent,no
31,admin,single,university,no,no,cellular,aug,tue,359,2,999,0,nonexistent,no
49,admin,married,high_school,yes,no,cellular,aug,tue,129,8,999,0,nonexistent,no
45,unknown,married,basic,no,no,cellular,aug,tue,234,3,999,0,nonexistent,no
32,admin,divorced,university,no,no,cellular,aug,tue,128,6,999,0,nonexistent,no
31,technician,single,university,yes,no,cellular,aug,tue,242,1,999,0,nonexistent,no
34,admin,married,university,no,no,cellular,aug,tue,109,1,999,0,nonexistent,no
30,technician,married,university,yes,no,cellular,aug,tue,149,1,999,0,nonexistent,no
32,admin,single,university,no,no,cellular,aug,tue,80,3,999,0,nonexistent,no
32,admin,married,university,yes,no,cellular,aug,tue,126,3,999,0,nonexistent,no
47,housemaid,married,basic,no,yes,cellular,aug,tue,41,1,999,0,nonexistent,no
47,blue-collar,married,basic,yes,no,cellular,aug,tue,118,1,999,0,nonexistent,no
48,management,married,university,yes,no,cellular,aug,tue,127,3,999,0,nonexistent,no
33,technician,married,university,yes,no,cellular,aug,tue,276,1,999,0,nonexistent,no
48,technician,single,university,yes,no,cellular,aug,tue,159,2,999,0,nonexistent,no
30,technician,single,university,no,no,cellular,aug,tue,129,2,999,0,nonexistent,no
33,admin,single,high_school,yes,no,cellular,aug,tue,195,1,999,0,nonexistent,no
45,technician,single,university,no,no,cellular,aug,tue,117,4,999,0,nonexistent,no
33,technician,divorced,high_school,yes,yes,cellular,aug,tue,194,1,999,0,nonexistent,no
31,management,married,university,no,no,cellular,aug,tue,133,2,999,0,nonexistent,no
52,admin,married,university,yes,no,cellular,aug,tue,175,3,999,0,nonexistent,no
58,technician,divorced,university,yes,no,cellular,aug,tue,109,3,999,0,nonexistent,no
30,self-employed,single,university,yes,no,cellular,aug,tue,176,2,999,0,nonexistent,no
30,technician,single,high_school,yes,no,cellular,aug,tue,183,13,999,0,nonexistent,no
34,technician,married,high_school,no,no,cellular,aug,tue,188,2,999,0,nonexistent,no
36,admin,married,university,no,no,cellular,aug,tue,28,13,999,0,nonexistent,no
58,admin,divorced,university,yes,no,cellular,aug,tue,679,4,999,0,nonexistent,no
32,technician,single,high_school,yes,no,cellular,aug,tue,129,2,999,0,nonexistent,no
32,technician,married,university,no,no,cellular,aug,tue,224,1,999,0,nonexistent,no
30,admin,single,university,no,no,cellular,aug,tue,128,2,999,0,nonexistent,no
32,admin,married,university,yes,no,cellular,aug,tue,168,1,999,0,nonexistent,no
48,technician,married,university,no,no,cellular,aug,tue,66,1,999,0,nonexistent,no
48,technician,married,university,yes,no,cellular,aug,tue,133,1,999,0,nonexistent,no
49,admin,married,high_school,yes,yes,cellular,aug,tue,120,4,999,0,nonexistent,no
40,admin,married,high_school,yes,no,cellular,aug,tue,105,1,999,0,nonexistent,no
40,admin,married,high_school,yes,yes,cellular,aug,tue,172,1,999,0,nonexistent,no
30,technician,married,university,yes,no,cellular,aug,tue,111,1,999,0,nonexistent,no
33,technician,married,university,no,no,cellular,aug,tue,120,3,999,0,nonexistent,no
30,technician,married,high_school,yes,yes,cellular,aug,tue,92,1,999,0,nonexistent,no
30,technician,married,high_school,yes,no,cellular,aug,tue,108,1,999,0,nonexistent,no
31,admin,married,university,yes,no,cellular,aug,tue,154,1,999,0,nonexistent,no
54,blue-collar,married,basic,yes,no,cellular,aug,tue,153,1,999,0,nonexistent,no
31,admin,married,university,no,yes,cellular,aug,tue,438,1,999,0,nonexistent,no
31,admin,married,university,no,yes,cellular,aug,tue,824,1,999,0,nonexistent,no
56,retired,married,basic,no,no,cellular,aug,tue,933,2,999,0,nonexistent,yes
29,management,single,university,yes,no,cellular,aug,tue,139,2,999,0,nonexistent,no
30,management,married,high_school,yes,no,cellular,aug,tue,19,12,999,0,nonexistent,no
45,technician,married,high_school,yes,no,cellular,aug,tue,42,1,999,0,nonexistent,no
30,admin,married,university,yes,yes,cellular,aug,tue,141,3,999,0,nonexistent,no
45,technician,married,high_school,yes,yes,cellular,aug,tue,474,1,999,0,nonexistent,no
33,admin,married,university,no,no,cellular,aug,tue,130,1,999,0,nonexistent,no
31,technician,single,university,yes,no,cellular,aug,tue,367,1,999,0,nonexistent,no
44,admin,married,basic,yes,yes,cellular,aug,tue,86,5,999,0,nonexistent,no
47,blue-collar,married,basic,yes,no,cellular,aug,tue,373,1,999,0,nonexistent,no
35,technician,married,university,no,no,cellular,aug,tue,211,2,999,0,nonexistent,no
29,admin,single,university,yes,no,cellular,aug,tue,158,5,999,0,nonexistent,no
33,admin,divorced,high_school,no,no,cellular,aug,tue,271,3,999,0,nonexistent,no
37,technician,single,university,no,no,cellular,aug,tue,59,2,999,0,nonexistent,no
33,admin,married,university,yes,no,cellular,aug,tue,118,3,999,0,nonexistent,no
29,technician,single,university,yes,no,cellular,aug,tue,82,3,999,0,nonexistent,no
31,admin,married,university,no,no,cellular,aug,tue,109,3,999,0,nonexistent,no
32,technician,single,high_school,yes,no,cellular,aug,tue,78,3,999,0,nonexistent,no
32,admin,single,university,yes,yes,cellular,aug,tue,221,8,999,0,nonexistent,no
32,technician,married,high_school,yes,no,cellular,aug,tue,160,3,999,0,nonexistent,no
36,technician,single,high_school,yes,yes,cellular,aug,tue,629,7,999,0,nonexistent,no
29,admin,single,university,yes,no,cellular,aug,tue,112,5,999,0,nonexistent,no
57,services,married,high_school,no,no,cellular,aug,tue,187,3,999,0,nonexistent,no
31,technician,single,university,no,no,cellular,aug,tue,93,5,999,0,nonexistent,no
33,admin,single,university,no,no,cellular,aug,tue,54,3,999,0,nonexistent,no
45,blue-collar,married,basic,yes,no,cellular,aug,tue,561,2,999,0,nonexistent,no
43,management,married,university,yes,no,cellular,aug,tue,343,7,999,0,nonexistent,no
32,technician,married,university,yes,no,cellular,aug,tue,695,3,999,0,nonexistent,no
30,technician,single,university,yes,no,cellular,aug,wed,129,3,999,0,nonexistent,no
48,blue-collar,married,basic,yes,no,cellular,aug,wed,118,3,999,0,nonexistent,no
42,technician,divorced,high_school,no,no,cellular,aug,wed,113,3,999,0,nonexistent,no
31,admin,single,university,no,no,cellular,aug,wed,68,4,999,0,nonexistent,no
55,retired,married,basic,yes,yes,cellular,aug,wed,117,3,999,0,nonexistent,no
58,blue-collar,married,basic,yes,no,cellular,aug,wed,127,1,999,0,nonexistent,no
33,admin,single,university,no,no,cellular,aug,wed,43,1,999,0,nonexistent,no
33,admin,single,university,no,no,cellular,aug,wed,162,1,999,0,nonexistent,no
32,technician,married,high_school,yes,no,cellular,aug,wed,30,1,999,0,nonexistent,no
53,management,married,university,no,no,cellular,aug,wed,50,2,999,0,nonexistent,no
33,technician,married,university,yes,no,cellular,aug,wed,86,1,999,0,nonexistent,no
32,housemaid,married,university,yes,yes,cellular,aug,wed,73,1,999,0,nonexistent,no
58,services,married,high_school,no,no,cellular,aug,wed,153,1,999,0,nonexistent,no
32,admin,single,university,no,no,cellular,aug,wed,160,1,999,0,nonexistent,no
43,unemployed,married,university,no,yes,cellular,aug,wed,120,1,999,0,nonexistent,no
43,management,married,university,no,no,cellular,aug,wed,104,2,999,0,nonexistent,no
55,services,married,basic,no,yes,cellular,aug,wed,64,1,999,0,nonexistent,no
31,technician,married,university,no,yes,cellular,aug,wed,90,1,999,0,nonexistent,no
49,admin,divorced,university,no,no,cellular,aug,wed,150,1,999,0,nonexistent,no
29,admin,single,university,no,no,cellular,aug,wed,391,2,999,0,nonexistent,no
33,admin,married,university,no,no,cellular,aug,wed,88,1,999,0,nonexistent,no
33,admin,single,university,no,no,cellular,aug,wed,97,1,999,0,nonexistent,no
36,self-employed,divorced,university,yes,no,cellular,aug,wed,157,1,999,0,nonexistent,no
32,management,married,university,no,no,cellular,aug,wed,500,1,999,0,nonexistent,no
29,admin,single,university,yes,yes,cellular,aug,wed,467,1,999,0,nonexistent,yes
32,admin,married,university,yes,no,cellular,aug,wed,428,4,999,0,nonexistent,no
30,admin,single,university,no,no,cellular,aug,wed,97,1,999,0,nonexistent,no
59,retired,married,basic,no,no,cellular,aug,wed,351,1,999,0,nonexistent,no
30,admin,single,university,yes,no,cellular,aug,wed,202,1,999,0,nonexistent,no
57,housemaid,married,basic,yes,no,cellular,aug,wed,153,1,999,0,nonexistent,no
54,blue-collar,married,basic,no,no,cellular,aug,wed,203,2,999,0,nonexistent,no
57,blue-collar,married,basic,yes,no,cellular,aug,wed,89,1,999,0,nonexistent,no
31,technician,married,university,no,no,cellular,aug,wed,60,1,999,0,nonexistent,no
31,admin,married,university,no,no,cellular,aug,wed,209,1,999,0,nonexistent,no
32,admin,divorced,university,no,no,cellular,aug,wed,102,2,999,0,nonexistent,no
31,admin,married,university,no,no,cellular,aug,wed,196,1,999,0,nonexistent,no
43,management,married,university,no,no,cellular,aug,wed,94,1,999,0,nonexistent,no
31,admin,single,university,yes,no,cellular,aug,wed,138,2,999,0,nonexistent,no
31,technician,single,university,yes,no,cellular,aug,wed,136,1,999,0,nonexistent,no
44,technician,single,university,yes,no,cellular,aug,wed,112,1,999,0,nonexistent,no
53,admin,married,university,yes,yes,cellular,aug,wed,277,1,999,0,nonexistent,no
45,management,married,university,yes,no,cellular,aug,wed,88,2,999,0,nonexistent,no
30,admin,single,university,yes,no,cellular,aug,wed,237,2,999,0,nonexistent,no
47,technician,married,university,yes,no,cellular,aug,wed,49,1,999,0,nonexistent,no
57,services,divorced,high_school,no,no,cellular,aug,wed,71,1,999,0,nonexistent,no
32,admin,single,university,no,no,cellular,aug,wed,172,1,999,0,nonexistent,no
48,technician,divorced,university,yes,no,cellular,aug,wed,200,1,999,0,nonexistent,no
31,unemployed,married,university,yes,no,cellular,aug,wed,763,9,999,0,nonexistent,yes
39,admin,single,university,yes,no,cellular,aug,wed,413,1,999,0,nonexistent,no
29,technician,single,university,yes,no,cellular,aug,wed,472,1,999,0,nonexistent,no
43,management,married,university,no,no,cellular,aug,wed,157,2,999,0,nonexistent,no
32,admin,single,university,yes,yes,cellular,aug,wed,72,2,999,0,nonexistent,no
30,admin,married,university,yes,yes,cellular,aug,wed,112,6,999,0,nonexistent,no
35,technician,single,university,yes,no,cellular,aug,wed,75,6,999,0,nonexistent,no
54,admin,married,university,no,no,cellular,aug,wed,56,1,999,0,nonexistent,no
36,admin,married,university,yes,no,cellular,aug,wed,513,2,999,0,nonexistent,no
43,technician,married,university,yes,yes,cellular,aug,wed,744,5,999,0,nonexistent,no
31,technician,married,university,unknown,unknown,cellular,aug,wed,88,2,999,0,nonexistent,no
32,admin,divorced,university,no,yes,cellular,aug,wed,203,2,999,0,nonexistent,no
34,technician,single,university,yes,no,cellular,aug,wed,174,1,999,0,nonexistent,no
41,admin,divorced,university,yes,no,cellular,aug,wed,188,4,999,0,nonexistent,no
30,technician,married,university,yes,no,cellular,aug,wed,95,1,999,0,nonexistent,no
31,technician,single,university,no,no,cellular,aug,wed,605,2,999,0,nonexistent,no
34,entrepreneur,married,basic,yes,no,cellular,aug,wed,156,10,999,0,nonexistent,no
57,blue-collar,married,basic,no,no,cellular,aug,wed,430,3,999,0,nonexistent,no
48,blue-collar,married,basic,no,no,cellular,aug,wed,627,2,999,0,nonexistent,yes
56,retired,married,basic,no,no,cellular,aug,wed,687,2,999,0,nonexistent,no
45,blue-collar,married,basic,yes,no,cellular,aug,wed,395,6,999,0,nonexistent,no
46,self-employed,married,university,no,no,cellular,aug,wed,696,3,999,0,nonexistent,no
35,management,married,university,yes,yes,cellular,aug,wed,216,7,999,0,nonexistent,no
39,housemaid,married,basic,no,no,cellular,aug,wed,975,2,999,0,nonexistent,no
56,retired,married,basic,no,no,cellular,aug,wed,881,4,999,0,nonexistent,no
29,technician,single,university,no,no,cellular,aug,wed,896,6,999,0,nonexistent,no
30,admin,married,university,yes,yes,cellular,aug,wed,37,3,999,0,nonexistent,no
33,admin,married,university,yes,no,cellular,aug,wed,50,3,999,0,nonexistent,no
42,admin,married,university,yes,no,cellular,aug,wed,78,8,999,0,nonexistent,no
56,self-employed,married,basic,yes,no,telephone,aug,wed,41,7,999,0,nonexistent,no
36,admin,married,university,yes,no,cellular,aug,wed,134,3,999,0,nonexistent,no
36,technician,single,university,no,no,cellular,aug,wed,208,2,999,0,nonexistent,no
49,admin,married,university,no,no,cellular,aug,wed,66,3,999,0,nonexistent,no
49,technician,married,university,no,no,cellular,aug,wed,125,3,999,0,nonexistent,no
31,unemployed,married,university,no,no,cellular,aug,wed,124,3,999,0,nonexistent,no
30,technician,single,university,yes,no,cellular,aug,wed,46,9,999,0,nonexistent,no
29,technician,single,university,yes,yes,cellular,aug,wed,162,3,999,0,nonexistent,no
31,admin,single,university,yes,no,cellular,aug,wed,77,3,999,0,nonexistent,no
43,admin,married,university,yes,yes,cellular,aug,thu,398,1,999,0,nonexistent,no
49,blue-collar,married,high_school,no,no,cellular,aug,thu,189,1,999,0,nonexistent,no
36,technician,single,high_school,yes,yes,cellular,aug,thu,971,1,999,0,nonexistent,no
55,services,married,basic,no,no,cellular,aug,thu,211,3,999,0,nonexistent,no
52,admin,married,unknown,no,no,cellular,aug,thu,331,1,999,0,nonexistent,no
44,housemaid,married,basic,yes,no,cellular,aug,thu,150,1,999,0,nonexistent,no
33,technician,married,university,no,no,cellular,aug,thu,396,1,999,0,nonexistent,no
50,self-employed,married,university,no,no,cellular,aug,thu,273,1,999,0,nonexistent,no
34,admin,married,high_school,yes,no,cellular,aug,thu,1503,1,999,0,nonexistent,yes
29,admin,single,university,no,no,cellular,aug,thu,134,1,999,0,nonexistent,no
39,technician,married,university,no,no,cellular,aug,thu,129,1,999,0,nonexistent,no
42,technician,married,university,no,no,cellular,aug,thu,161,1,999,0,nonexistent,no
42,technician,married,university,yes,no,cellular,aug,thu,139,1,999,0,nonexistent,no
56,self-employed,married,basic,unknown,unknown,cellular,aug,thu,141,1,999,0,nonexistent,no
30,technician,single,university,yes,no,cellular,aug,thu,151,1,999,0,nonexistent,no
51,admin,married,university,yes,no,cellular,aug,thu,119,1,999,0,nonexistent,no
30,admin,single,university,yes,no,cellular,aug,thu,162,1,999,0,nonexistent,no
46,unemployed,married,basic,yes,no,cellular,aug,thu,64,1,999,0,nonexistent,no
47,housemaid,married,basic,no,no,cellular,aug,thu,135,1,999,0,nonexistent,no
29,admin,single,high_school,yes,no,cellular,aug,thu,788,3,999,0,nonexistent,yes
55,technician,married,university,yes,no,cellular,aug,thu,86,2,999,0,nonexistent,no
46,self-employed,married,university,yes,no,cellular,aug,thu,140,3,999,0,nonexistent,no
56,housemaid,married,basic,no,no,cellular,aug,thu,180,3,999,0,nonexistent,no
56,self-employed,married,basic,yes,no,cellular,aug,thu,176,7,999,0,nonexistent,no
50,admin,married,basic,yes,no,cellular,aug,thu,122,3,999,0,nonexistent,no
29,admin,single,university,no,no,cellular,aug,thu,12,15,999,0,nonexistent,no
31,admin,single,university,no,no,cellular,aug,thu,419,3,999,0,nonexistent,no
45,housemaid,married,basic,no,no,cellular,aug,thu,76,3,999,0,nonexistent,no
56,self-employed,married,basic,yes,no,cellular,aug,thu,107,3,999,0,nonexistent,no
45,services,married,high_school,yes,no,cellular,aug,thu,660,1,999,0,nonexistent,no
31,admin,single,university,yes,no,cellular,aug,thu,111,1,999,0,nonexistent,no
30,admin,married,university,unknown,unknown,cellular,aug,thu,55,5,999,0,nonexistent,no
29,admin,single,university,yes,no,cellular,aug,thu,435,1,999,0,nonexistent,no
56,blue-collar,married,basic,yes,no,cellular,aug,thu,120,1,999,0,nonexistent,no
52,technician,married,university,no,no,cellular,aug,thu,67,1,999,0,nonexistent,no
49,blue-collar,married,basic,yes,no,cellular,aug,thu,114,1,999,0,nonexistent,no
38,admin,married,university,no,no,cellular,aug,thu,177,3,999,0,nonexistent,no
33,admin,single,high_school,unknown,unknown,cellular,aug,thu,381,3,999,0,nonexistent,no
56,self-employed,married,basic,yes,no,cellular,aug,thu,793,5,999,0,nonexistent,yes
29,technician,single,high_school,yes,no,cellular,aug,thu,144,1,999,0,nonexistent,no
47,technician,single,university,yes,no,cellular,aug,thu,396,3,999,0,nonexistent,no
31,technician,single,university,yes,no,cellular,aug,thu,151,3,999,0,nonexistent,no
54,admin,divorced,university,yes,no,cellular,aug,thu,415,2,999,0,nonexistent,no
55,blue-collar,married,basic,no,no,cellular,aug,thu,94,13,999,0,nonexistent,no
47,admin,single,university,no,no,cellular,aug,thu,310,3,999,0,nonexistent,no
34,technician,married,university,yes,no,cellular,aug,thu,140,4,999,0,nonexistent,no
31,technician,divorced,university,yes,no,cellular,aug,thu,142,2,999,0,nonexistent,no
29,admin,single,university,yes,no,cellular,aug,thu,184,3,999,0,nonexistent,no
34,technician,married,university,yes,yes,cellular,aug,thu,189,3,999,0,nonexistent,no
55,blue-collar,married,basic,yes,yes,cellular,aug,thu,142,3,999,0,nonexistent,no
32,self-employed,single,university,yes,no,cellular,aug,thu,148,3,999,0,nonexistent,no
53,blue-collar,married,basic,yes,no,cellular,aug,thu,195,1,999,0,nonexistent,no
41,housemaid,married,university,yes,no,cellular,aug,thu,163,1,999,0,nonexistent,no
31,technician,single,university,no,no,telephone,aug,thu,331,14,999,0,nonexistent,no
35,technician,single,university,no,no,cellular,aug,thu,153,3,999,0,nonexistent,no
57,technician,married,university,no,no,cellular,aug,thu,159,1,999,0,nonexistent,no
57,technician,married,university,yes,no,cellular,aug,thu,202,1,999,0,nonexistent,no
39,admin,married,university,yes,no,cellular,aug,fri,169,4,999,0,nonexistent,no
45,housemaid,married,unknown,yes,yes,cellular,aug,fri,93,1,999,0,nonexistent,no
51,blue-collar,married,basic,no,no,cellular,aug,fri,99,1,999,0,nonexistent,no
42,services,married,high_school,yes,no,cellular,aug,fri,154,1,999,0,nonexistent,no
32,admin,married,university,yes,no,cellular,aug,fri,138,1,999,0,nonexistent,no
37,self-employed,married,basic,yes,no,cellular,aug,fri,78,1,999,0,nonexistent,no
59,retired,married,university,no,yes,cellular,aug,fri,140,4,999,0,nonexistent,no
48,technician,married,university,yes,no,cellular,aug,fri,336,8,999,0,nonexistent,yes
51,blue-collar,married,basic,no,no,cellular,aug,fri,393,1,999,0,nonexistent,no
30,admin,single,high_school,no,no,cellular,aug,fri,54,1,999,0,nonexistent,no
35,self-employed,married,basic,no,no,telephone,aug,fri,16,9,999,0,nonexistent,no
49,unemployed,married,high_school,no,no,cellular,aug,fri,125,2,999,0,nonexistent,no
47,blue-collar,married,basic,no,no,cellular,aug,fri,77,5,999,0,nonexistent,no
34,admin,married,university,no,yes,cellular,aug,fri,944,7,999,0,nonexistent,no
59,technician,divorced,university,yes,no,cellular,aug,fri,492,5,999,0,nonexistent,no
56,retired,married,unknown,no,no,cellular,aug,fri,83,1,999,0,nonexistent,no
56,retired,married,unknown,no,yes,cellular,aug,fri,115,1,999,0,nonexistent,no
47,services,married,high_school,no,no,cellular,aug,fri,362,1,999,0,nonexistent,no
47,services,married,high_school,yes,no,cellular,aug,fri,528,1,999,0,nonexistent,yes
59,retired,married,unknown,yes,yes,cellular,aug,fri,79,1,999,0,nonexistent,no
54,blue-collar,married,unknown,yes,no,cellular,aug,fri,257,1,999,0,nonexistent,no
31,technician,single,university,yes,no,cellular,aug,fri,129,3,999,0,nonexistent,no
38,self-employed,married,basic,no,no,cellular,aug,fri,1329,1,999,0,nonexistent,yes
29,technician,single,university,yes,yes,cellular,aug,fri,73,9,999,0,nonexistent,no
29,admin,single,university,yes,no,cellular,aug,fri,268,1,999,0,nonexistent,no
39,housemaid,married,university,yes,no,cellular,aug,fri,192,2,999,0,nonexistent,no
52,admin,divorced,university,yes,no,cellular,aug,fri,78,1,999,0,nonexistent,no
29,technician,single,high_school,yes,no,cellular,aug,fri,164,3,999,0,nonexistent,no
31,technician,married,university,no,no,cellular,aug,fri,168,1,999,0,nonexistent,no
59,retired,married,basic,yes,no,cellular,aug,fri,92,2,999,0,nonexistent,no
38,technician,single,university,yes,no,cellular,aug,fri,131,1,999,0,nonexistent,no
38,technician,single,university,yes,no,cellular,aug,fri,80,1,999,0,nonexistent,no
34,technician,divorced,university,yes,no,cellular,aug,fri,168,1,999,0,nonexistent,no
53,blue-collar,married,basic,yes,no,cellular,aug,fri,565,1,999,0,nonexistent,yes
31,technician,married,university,no,no,cellular,aug,fri,243,2,999,0,nonexistent,no
31,blue-collar,married,basic,no,no,cellular,aug,fri,742,2,999,0,nonexistent,no
30,technician,single,university,yes,no,cellular,aug,fri,55,4,999,0,nonexistent,no
30,technician,single,university,yes,yes,cellular,aug,fri,22,13,999,0,nonexistent,no
47,blue-collar,married,basic,no,no,cellular,aug,fri,27,11,999,0,nonexistent,no
48,admin,married,university,yes,no,cellular,aug,fri,651,9,999,0,nonexistent,no
36,admin,single,university,no,no,cellular,aug,fri,71,3,999,0,nonexistent,no
33,unemployed,married,university,no,no,cellular,aug,fri,247,2,999,0,nonexistent,no
31,technician,married,university,no,no,cellular,aug,fri,238,3,999,0,nonexistent,no
32,technician,divorced,high_school,no,no,cellular,aug,fri,72,2,999,0,nonexistent,no
48,technician,married,university,no,no,cellular,aug,fri,239,1,999,0,nonexistent,no
29,technician,single,university,no,no,cellular,aug,fri,198,1,999,0,nonexistent,no
30,admin,single,university,no,no,cellular,aug,fri,714,3,999,0,nonexistent,no
37,management,married,high_school,no,no,cellular,aug,fri,132,2,999,0,nonexistent,no
53,self-employed,married,basic,yes,yes,cellular,aug,fri,1241,7,999,0,nonexistent,yes
